preco;quartos;banheiros;vagas garagem;rua/avenida;custo condominio;iptu;bairro;cidade;estado;cep;armários na cozinha;academia;piscina;varanda;portaria;quarto de serviço;área de serviço;condomínio fechado;permitido animais;churrasqueira;elevador;mobiliado;armários no quarto;ar condicionado;segurança 24h;salão de festas;area util por m²
24205210.0;4;5;2;Avenida Tancredo Neves;0.0;0.0;Jardim Atlântico;Ilhéus;BA;45655000;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;225.0
4100.0;-1;0;-1;Rua Sete de Setembro;0.0;-1;Conquista;Ilhéus;BA;45650125;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;-1
6009000.0;2;3;1;Avenida Tancredo Neves;0.0;0.0;Jardim Atlântico;Ilhéus;BA;45655000;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;84.0
2699000.0;1;2;1;Avenida Tancredo Neves;0.0;0.0;Jardim Atlântico;Ilhéus;BA;45655000;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;34.0
9600000.0;2;2;2;Avenida Tancredo Neves;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655650;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;98.0
12138000.0;3;4;2;Avenida Tancredo Neves;0.0;0.0;Jardim Atlântico;Ilhéus;BA;45655000;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;142.0
10000000.0;3;2;1;Rua Praia Dourada;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655764;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;97.0
4810000.0;2;2;1;Avenida Tancredo Neves;0.0;0.0;Jardim Atlântico;Ilhéus;BA;45655000;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;72.0
7038000.0;2;3;1;Avenida Tancredo Neves;0.0;0.0;Jardim Atlântico;Ilhéus;BA;45655000;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;123.0
7500000.0;1;2;2;Avenida Lomanto Júnior;750.0;0.0;Pontal;Ilhéus;BA;45654000;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;84.0
11000000.0;2;2;2;Rua dos Canários;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655748;0;1;1;0;0;0;0;0;0;1;0;1;0;1;0;0;78.0
5800000.0;2;3;1;Rua das Bananeiras;0.0;0.0;São Domingos;Ilhéus;BA;45657721;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;70.0
7500000.0;3;4;2;Rua Tereza Vargas;-1;-1;São Francisco;Ilhéus;BA;45655116;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;107.0
4800000.0;2;2;1;Rua Jiquiriçá;0.0;0.0;São Francisco;Ilhéus;BA;45655114;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;74.0
5400000.0;2;2;0;Avenida Lomanto Júnior;450.0;0.0;Pontal;Ilhéus;BA;45654000;0;1;1;1;0;0;1;0;0;0;0;1;0;1;0;0;72.0
6000000.0;2;2;1;Avenida Tancredo Neves;0.0;0.0;São Francisco;Ilhéus;BA;45655120;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;74.0
2600000.0;2;2;1;Rua Deraldo Neville;530.0;0.0;São Francisco;Ilhéus;BA;45655140;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;70.0
20000000.0;5;3;5;Avenida Lomanto Júnior;0.0;700.0;Pontal;Ilhéus;BA;45654000;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;600.0
4800000.0;3;2;2;Rua Jacarandá;0.0;0.0;São Francisco;Ilhéus;BA;45655092;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;105.0
8200000.0;3;4;2;Rua Dina Góes;600.0;250.0;São Francisco;Ilhéus;BA;45655142;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;128.0
1750000.0;-1;-1;-1;Rua Porto Seguro;140000.0;-1;Esperança;Ilhéus;BA;45658760;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;-1
5000000.0;-1;1;-1;Avenida Tancredo Neves;-1;-1;Nossa Senhora da Vitória;Ilhéus;BA;45655650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1
6000000.0;2;2;1;Avenida Tancredo Neves;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655650;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;76.0
8500000.0;3;2;2;Avenida Tancredo Neves;450.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655650;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;94.0
6500000.0;2;1;1;Avenida Tancredo Neves;450.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655650;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;73.0
620000000.0;-1;-1;-1;Rua Manaus;-1;-1;Hernani Sá;Ilhéus;BA;45656640;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;-1
3600000.0;2;2;0;Avenida Tancredo Neves;600.0;700.0;São Francisco;Ilhéus;BA;45655120;1;0;0;1;0;0;1;0;0;0;0;1;1;1;0;0;96.0
5800000.0;2;2;0;Rua José Reinaldo Batista dos Santos;0.0;0.0;Ilhéus II;Ilhéus;BA;45655246;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;105.0
7500000.0;2;2;0;Avenida Tancredo Neves;0.0;0.0;São Francisco;Ilhéus;BA;45655120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72.0
4000000.0;2;2;1;Avenida Lomanto Júnior;-1;-1;Pontal;Ilhéus;BA;45654000;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;70.0
3500000.0;1;1;1;Avenida Lomanto Júnior;0.0;0.0;Pontal;Ilhéus;BA;45654001;0;1;1;1;0;0;1;0;0;0;0;1;0;1;0;0;47.0
2900000.0;1;1;0;Rua Praia Dourada;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655764;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;31.0
8500000.0;2;2;1;Rua dos Canários;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655748;0;1;1;1;0;0;1;0;0;1;0;1;0;1;0;0;74.0
3100000.0;1;1;1;Avenida Lomanto Júnior;550.0;0.0;Pontal;Ilhéus;BA;45654001;0;1;1;1;0;0;1;0;0;1;0;1;0;1;0;0;50.0
3600000.0;1;1;1;Avenida Tancredo Neves;0.0;0.0;São Francisco;Ilhéus;BA;45655120;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;31.0
6783000.0;2;3;2;Rua das Bananeiras;250.0;1.0;São Domingos;Ilhéus;BA;45657721;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;83.0
12130000.0;3;4;2;Rua das Bananeiras;250.0;1.0;São Domingos;Ilhéus;BA;45657721;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;165.0
4600000.0;2;2;1;Rua Bem;380.0;800.0;Nossa Senhora da Vitória;Ilhéus;BA;45655750;1;1;1;1;0;0;1;0;0;1;0;1;0;1;0;0;70.0
5775000.0;2;1;1;Rua Açaí;0.0;0.0;São Francisco;Ilhéus;BA;45655096;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;75.0
5700000.0;2;2;1;Avenida Tancredo Neves;400.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655650;0;1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;60.0
6300000.0;3;4;2;Rua Pelicano;450.0;-1;Nossa Senhora da Vitória;Ilhéus;BA;45655716;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;105.0
5800000.0;3;2;1;Avenida Tancredo Neves;500.0;-1;São Francisco;Ilhéus;BA;45655120;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;85.0
3000000.0;2;1;1;Avenida Nossa Senhora Aparecida;0.0;0.0;São Francisco;Ilhéus;BA;45655100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58.0
11000000.0;3;2;2;Rua Praia Dourada;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655764;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;97.0
6600000.0;3;1;1;Rua Gildo Mário Caldas;0.0;0.0;São Francisco;Ilhéus;BA;45655108;0;1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;76.0
5300000.0;2;2;1;Rua Gildo Mário Caldas;0.0;0.0;São Francisco;Ilhéus;BA;45655108;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;63.0
4500000.0;3;3;1;Rua Rotary;716.0;-1;Cidade Nova;Ilhéus;BA;45652020;1;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;98.0
5500000.0;1;1;1;Avenida Lomanto Júnior;340.0;0.0;Pontal;Ilhéus;BA;45654001;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;78.0
6500000.0;2;1;2;Avenida Vereador Marcus Paiva;1200.0;0.0;Cidade Nova;Ilhéus;BA;45652050;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;98.0
11000000.0;3;4;2;Avenida Vereador Marcus Paiva;0.0;0.0;Cidade Nova;Ilhéus;BA;45652050;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;133.0
2500000.0;2;2;0;Rua Cristiano Selmann;600.0;-1;Teresópolis;Ilhéus;BA;45652466;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;98.0
6200000.0;2;2;1;Rua José Reinaldo Batista dos Santos;400.0;0.0;Ilhéus II;Ilhéus;BA;45655246;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;72.0
3700000.0;1;2;0;Avenida Oduvaldo Evaristo Bacelar;0.0;0.0;São Francisco;Ilhéus;BA;45655145;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;70.0
5900000.0;3;2;1;Rua Praia Dourada;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655764;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;88.0
3000000.0;2;2;1;Avenida José Luís da Fonseca;400.0;952.0;Jardim Savóia;Ilhéus;BA;45658260;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;58.0
4500000.0;2;2;1;Rua Ouro Branco;0.0;0.0;São Francisco;Ilhéus;BA;45655112;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;100.0
7200000.0;3;2;2;Avenida Lomanto Júnior;500.0;1200.0;Pontal;Ilhéus;BA;45654000;0;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;89.0
3500000.0;1;1;0;Avenida Lomanto Júnior;0.0;0.0;Pontal;Ilhéus;BA;45654000;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;45.0
3850000.0;1;1;2;Rodovia BA;450.0;0.0;Aritaguá;Ilhéus;BA;45659000;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;80.0
3950000.0;2;2;1;Rua Pelicano;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655716;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;96.0
6600000.0;2;2;1;Rua dos Canários;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655748;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;90.0
9800000.0;2;2;1;Rua dos Canários;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655748;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;100.0
6000000.0;2;2;1;Avenida Tancredo Neves;0.0;0.0;São Francisco;Ilhéus;BA;45655120;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;72.0
7400000.0;1;2;1;Avenida Tancredo Neves;0.0;0.0;Jardim Atlântico;Ilhéus;BA;45655000;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;86.0
4500000.0;2;2;1;Rua Jiquiriçá;450.0;1200.0;São Francisco;Ilhéus;BA;45655114;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;73.0
3650000.0;2;2;1;Avenida Tancredo Neves;377.0;1000.0;Jardim Atlântico;Ilhéus;BA;45655000;0;1;1;1;0;0;1;0;0;1;0;1;0;1;0;0;65.0
2715300.0;1;2;1;Rua Afro de Barros Leal;0.0;0.0;Jardim Atlântico;Ilhéus;BA;45655062;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;50.0
3896020.0;2;2;1;Rua Afro de Barros Leal;0.0;0.0;Jardim Atlântico;Ilhéus;BA;45655062;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;60.0
3000000.0;2;2;1;Avenida Oduvaldo Evaristo Bacelar;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655700;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;60.0
8800000.0;2;2;2;Avenida Tancredo Neves;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655650;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;90.0
5500000.0;2;2;1;Rua Pelicano;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655716;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;78.0
4950000.0;2;2;1;Avenida Lomanto Júnior;0.0;0.0;Pontal;Ilhéus;BA;45654000;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;62.0
11000000.0;3;2;2;Avenida Nelson Carvalho Moreira;0.0;0.0;Pontal;Ilhéus;BA;45654250;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;120.0
12000000.0;3;4;2;Avenida Tancredo Neves;0.0;0.0;Jardim Atlântico;Ilhéus;BA;45655000;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;200.0
2900000.0;2;2;1;Rua Sol e Mar;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655767;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;70.0
4800000.0;2;1;1;Rua Pelicano;455.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655716;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;0;62.0
19000000.0;3;4;0;Rua dos Canários;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655748;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;132.0
3300000.0;1;1;0;Avenida Tancredo Neves;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655650;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;32.0
3110000.0;1;1;1;Avenida Tancredo Neves;0.0;0.0;Jardim Atlântico;Ilhéus;BA;45655000;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;46.0
4900000.0;2;2;1;Rua Praia Dourada;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655764;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;49.0
3287500.0;1;2;1;Avenida Tancredo Neves;300.0;100.0;Jardim Atlântico;Ilhéus;BA;45655000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.0
8700000.0;2;2;1;Rua dos Canários;426.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655748;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;80.0
3850000.0;2;2;1;Avenida Litorânea Sul Mãe Amada;1.0;1.0;Pontal;Ilhéus;BA;45654520;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;80.0
3590000.0;2;2;1;Avenida Litorânea Sul Mãe Amada;1.0;1.0;Pontal;Ilhéus;BA;45654520;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;68.0
9084600.0;3;2;1;Avenida Tancredo Neves;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655650;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;82.0
7500000.0;3;1;1;Avenida Tancredo Neves;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655650;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;95.0
5500000.0;3;2;0;Avenida Atlântica;0.0;0.0;Olivença;Ilhéus;BA;45660704;0;0;1;1;0;0;1;0;0;1;0;1;0;1;0;0;62.0
8500000.0;3;2;0;Avenida Vereador Marcus Paiva;0.0;0.0;Cidade Nova;Ilhéus;BA;45652050;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;100.0
8100000.0;3;2;1;Avenida Lomanto Júnior;420.0;0.0;Pontal;Ilhéus;BA;45654000;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;155.0
5800000.0;2;2;1;Avenida Tancredo Neves;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655650;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;67.0
5300000.0;2;2;1;Avenida Lomanto Júnior;420.0;1100.0;Pontal;Ilhéus;BA;45654000;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;67.0
3700000.0;2;3;1;Avenida Lomanto Júnior;600.0;0.0;Pontal;Ilhéus;BA;45654000;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;65.0
4640000.0;1;2;1;Rua Aracuã;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655712;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;39.0
2730000.0;1;2;1;Rua Praia Dourada;300.0;100.0;Nossa Senhora da Vitória;Ilhéus;BA;45655764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36.0
7320000.0;3;3;1;Avenida Tancredo Neves;1.0;1.0;São Francisco;Ilhéus;BA;45655120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105.0
7900000.0;3;3;1;Avenida Lomanto Júnior;1.0;1.0;Pontal;Ilhéus;BA;45654001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89.0
3510000.0;2;2;1;Rua Praia Dourada;1.0;1.0;Nossa Senhora da Vitória;Ilhéus;BA;45655764;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50.0
9200000.0;3;2;2;Avenida Nossa Senhora Aparecida;0.0;0.0;São Francisco;Ilhéus;BA;45655100;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;105.0
9500000.0;3;1;2;Avenida Nossa Senhora Aparecida;0.0;0.0;São Francisco;Ilhéus;BA;45655100;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;105.0
8280000.0;3;4;1;Rua dos Tangarás;1.0;1.0;Nossa Senhora da Vitória;Ilhéus;BA;45655752;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;142.0
5197500.0;2;3;1;Avenida Tancredo Neves;1.0;1.0;Jardim Atlântico;Ilhéus;BA;45655000;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;69.0
3610000.0;2;3;1;Avenida Lomanto Júnior;1.0;1.0;Pontal;Ilhéus;BA;45654001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63.0
2290000.0;1;2;1;Avenida Tancredo Neves;1.0;1.0;Jardim Atlântico;Ilhéus;BA;45655000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.0
4900000.0;2;3;1;Avenida Lomanto Júnior;0.0;0.0;Pontal;Ilhéus;BA;45654001;0;1;1;1;0;0;1;0;0;0;0;0;0;1;0;0;70.0
7650000.0;3;1;2;Rua Muniz Sodré;550.0;1600.0;São Sebastião;Ilhéus;BA;45653802;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;114.0
1800000.0;1;1;1;Avenida Atlântica;0.0;0.0;Olivença;Ilhéus;BA;45660704;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;30.0
6600000.0;2;2;1;Rua Helenílson Chaves;0.0;0.0;Jardim Atlântico;Ilhéus;BA;45655044;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;70.0
4200000.0;2;2;1;Avenida Osvaldo Cruz;300.0;100.0;Cidade Nova;Ilhéus;BA;45652130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60.0
3200000.0;2;2;1;Rua Osório de Carvalho;300.0;100.0;Boa Vista;Ilhéus;BA;45652515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62.0
4500000.0;3;2;1;Rua Osório de Carvalho;300.0;100.0;Boa Vista;Ilhéus;BA;45652515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90.0
6600000.0;2;2;1;Rua Osmundo Marques;0.0;0.0;São Francisco;Ilhéus;BA;45655076;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;90.0
8500000.0;4;3;2;Avenida Soares Lopes;0.0;0.0;Centro;Ilhéus;BA;45653005;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;198.0
6600000.0;2;2;1;Rua Irecê Moura Darwich;0.0;0.0;São Francisco;Ilhéus;BA;45655134;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;61.0
3040000.0;2;1;0;Avenida Tancredo Neves;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655650;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;43.0
6600000.0;3;2;1;Avenida Tancredo Neves;0.0;0.0;São Francisco;Ilhéus;BA;45655120;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;96.0
11000000.0;1;3;1;Rua Major Homem D'el Rey;0.0;0.0;Cidade Nova;Ilhéus;BA;45652180;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;146.0
9800000.0;2;2;1;Rua dos Canários;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655748;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;100.0
10000000.0;3;3;2;Rua dos Antúrios;0.0;0.0;São Francisco;Ilhéus;BA;45655157;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;120.0
9500000.0;2;2;1;Rua Osmundo Marques;0.0;0.0;São Francisco;Ilhéus;BA;45655076;0;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;90.0
6700000.0;3;2;1;Avenida Tancredo Neves;0.0;0.0;São Francisco;Ilhéus;BA;45655120;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;91.0
11000000.0;3;1;2;Avenida Vereador Marcus Paiva;1200.0;0.0;Cidade Nova;Ilhéus;BA;45652050;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;133.0
6000000.0;2;3;1;Rua das Bananeiras;0.0;0.0;São Domingos;Ilhéus;BA;45657721;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;80.0
6950000.0;3;2;1;Avenida Tancredo Neves;0.0;0.0;São Francisco;Ilhéus;BA;45655120;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;85.0
9000000.0;3;2;1;Avenida Tancredo Neves;0.0;0.0;São Francisco;Ilhéus;BA;45655120;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;162.0
6500000.0;3;2;1;Avenida Tancredo Neves;540.0;0.0;São Francisco;Ilhéus;BA;45655120;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;85.0
3700000.0;2;2;1;Avenida Oduvaldo Evaristo Bacelar;0.0;0.0;São Francisco;Ilhéus;BA;45655145;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;55.0
4105500.0;3;2;1;Avenida Osvaldo Cruz;100.0;100.0;Cidade Nova;Ilhéus;BA;45652130;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;91.0
2900000.0;1;1;1;Avenida Tancredo Neves;0.0;0.0;São Francisco;Ilhéus;BA;45655120;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;31.0
12500000.0;3;3;2;Rua dos Canários;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655748;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;105.0
8000000.0;2;2;1;Avenida Tancredo Neves;0.0;0.0;São Francisco;Ilhéus;BA;45655120;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;69.0
3800000.0;1;1;1;Rua Dina Góes;450.0;0.0;São Francisco;Ilhéus;BA;45655142;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;63.0
4000000.0;2;2;1;Avenida Lomanto Júnior;0.0;0.0;Pontal;Ilhéus;BA;45654000;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;62.0
12000000.0;3;3;2;Avenida Tancredo Neves;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655650;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;216.0
8300000.0;2;2;1;Rua Saul Barbosa;500.0;0.0;Jardim Atlântico;Ilhéus;BA;45655046;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;102.0
9700000.0;3;4;2;Avenida Vereador Marcus Paiva;0.0;0.0;Cidade Nova;Ilhéus;BA;45652050;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;125.0
10000000.0;3;3;2;Rua dos Canários;900.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655748;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;90.0
9800000.0;2;2;1;Rua dos Canários;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655748;0;0;1;1;0;0;0;0;0;1;0;1;1;1;0;0;90.0
9000000.0;3;2;1;Avenida Tancredo Neves;0.0;0.0;São Francisco;Ilhéus;BA;45655120;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;120.0
8000000.0;4;2;0;Rua Muniz Sodré;0.0;0.0;São Sebastião;Ilhéus;BA;45653802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114.0
6600000.0;2;2;1;Rua São Francisco;0.0;0.0;Ilhéus II;Ilhéus;BA;45655258;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;90.0
7000000.0;3;2;1;Rua José Reinaldo Batista dos Santos;0.0;0.0;Ilhéus II;Ilhéus;BA;45655246;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;120.0
6000000.0;2;1;2;Rua Adelina Bastos;0.0;0.0;Pontal;Ilhéus;BA;45654030;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;94.0
5800000.0;2;2;1;Avenida Tancredo Neves;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655650;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;67.0
5500000.0;2;2;1;Avenida Lomanto Júnior;0.0;0.0;Pontal;Ilhéus;BA;45654001;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;89.0
3000000.0;2;1;1;Avenida José Luís da Fonseca;458.0;0.0;Jardim Savóia;Ilhéus;BA;45658260;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;58.0
10000000.0;2;3;0;Avenida Tancredo Neves;0.0;0.0;São Francisco;Ilhéus;BA;45655120;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;84.0
4200000.0;2;2;0;Avenida Tancredo Neves;0.0;0.0;São Francisco;Ilhéus;BA;45655120;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;66.0
6600000.0;2;2;0;Rua Irecê Moura Darwich;400.0;0.0;São Francisco;Ilhéus;BA;45655134;0;0;1;1;0;0;1;0;0;1;0;1;0;1;0;0;70.0
2737000.0;1;1;1;Rua da Matriz;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655430;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;80.0
11000000.0;3;4;2;Avenida Lomanto Júnior;483.0;1750.0;Pontal;Ilhéus;BA;45654001;0;1;1;1;0;0;1;0;0;0;0;0;0;1;0;0;144.0
6000000.0;2;2;1;Avenida Tancredo Neves;398.0;0.0;São Francisco;Ilhéus;BA;45655120;0;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;70.0
